rank,asin,title,brand,price,currency,rating,review_count,category,subcategory,badge,image_url,product_url,scraped_at,page_number,title_word_count,has_price,price_tier,review_tier
18,B00JJHFF6O,"L'Oréal Professionnel Xtenso Care Shampoo for straightened hair - 300ml | Professional shampoo that smoothens, nourishes & strengthens hair| With Pro-Keratin & Incell | L'Oréal Shampoo For Men & Women",L'Oréal,598.0,INR,4.2,13549,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/61Ir3-tu1PL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/LOr%C3%A9al-Professionnel-straightened-strengthens-Pro-Keratin/dp/B00JJHFF6O/ref=zg_bs_g_9851597031_d_sccl_18/522-7345175-6782152?psc=1,2026-03-24T12:56:24.430089,2,30,True,mid,high
19,B00VK5UTLO,Dove Hair Fall Rescue Conditioner 175 ml|| Hair Fall Control for Smooth|| Frizz Free Hair - Deep Conditions Dry and Damaged Hair for Men & Women,Dove,172.0,INR,4.3,20299,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/41ZbHCpOreL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Dove-Hair-Rescue-Conditioner-180ml/dp/B00VK5UTLO/ref=zg_bs_g_9851597031_d_sccl_19/522-7345175-6782152?psc=1,2026-03-24T12:56:24.431394,2,26,True,budget,high
20,B0BHJ8HT2F,"Streax Hair Serum 200ml, Hair serum for Dry & Frizzy Hair, for Women & Men, for Curly Hair, Wavy Hair, Straight Hair, Silk & Shine Vitalised with Walnut Oil",Streax,285.0,INR,4.2,39140,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/5197knTGRhL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Streax-Walnut-Hair-Serum-200/dp/B0BHJ8HT2F/ref=zg_bs_g_9851597031_d_sccl_20/522-7345175-6782152?psc=1,2026-03-24T12:56:24.432641,2,29,True,budget,high
21,B0BG8GPD5F,Mamaearth Onion Shampoo for Hair Growth and Hair Fall Control with Onion and Plant Keratin | Reduces Hair Fall | Strengthens & Smoothens Hair | For Men & Women | 600ml,Mamaearth,354.0,INR,4.0,46659,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/51dNDbLPeRL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Mamaearth-Shampoo-Growth-Control-Keratin/dp/B0BG8GPD5F/ref=zg_bs_g_9851597031_d_sccl_21/522-7345175-6782152?psc=1,2026-03-24T12:56:24.433856,2,31,True,budget,high
22,B0D2XH28NC,Soulflower Rosemary Water Spray for Hair Growth | Niacinamide & Mint | Hair Regrowth Spray | Instant Shine | Strengthens Hair Roots & Strand | Anti Hair Fall Cooling & Relaxing | All Hair Types 100ml,Soulflower,199.0,INR,4.2,3181,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/61XEUy8lBjL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Soulflower-Rosemary-protection-Niacinamide-peppermint/dp/B0D2XH28NC/ref=zg_bs_g_9851597031_d_sccl_22/522-7345175-6782152?psc=1,2026-03-24T12:56:24.434937,2,36,True,budget,high
23,B0FGXG8P59,"L'Oreal Paris Floral Glycolic Gloss Shine Sealing Conditioner, Powered By 4% Glycolic Acid, For Dull Hair, Smoothens Hair Fiber For 3X More Gloss, 175Millilitre",L'Oreal,239.0,INR,4.4,1088,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/517AppXvEUL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/LOreal-Paris-Conditioner-Smoothens-175Millilitre/dp/B0FGXG8P59/ref=zg_bs_g_9851597031_d_sccl_23/522-7345175-6782152?psc=1,2026-03-24T12:56:24.435978,2,24,True,budget,high
24,B097C5S5ZJ,Dabur Vatika Ayurvedic Shampoo - 1 L | For Strong & Healthy Hair | No Parabens | For All Hair Types | Power of Dus Poshan for 10 Hair Problems,Dabur,297.0,INR,4.1,21454,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/71iAMC6U3dL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Vatika-Ayurvedic-Shampoo-Control-Damage/dp/B097C5S5ZJ/ref=zg_bs_g_9851597031_d_sccl_24/522-7345175-6782152?psc=1,2026-03-24T12:56:24.437145,2,30,True,budget,high
25,B0FV2HMLVW,"UrbanBotanics Rosemary Water Mist Spray for Hair Growth | Rice Water Extract ,Redensyl & Anagain | Hair Regrowth | Instant Shine | Strengthens Hair Roots & Strand | Anti Hair Fall | All Hair Types, 100ml",UrbanBotanics,229.0,INR,4.8,264,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/51wtkdDB2IL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/UrbanBotanics-Rosemary-Redensyl-Regrowth-Strengthens/dp/B0FV2HMLVW/ref=zg_bs_g_9851597031_d_sccl_25/522-7345175-6782152?psc=1,2026-03-24T12:56:24.438160,2,36,True,budget,medium
26,B074SL2PHW,"Cuticolor Permanent Hair Color Cream|Dr prescribed|Suitable for Sensitive Skin|Eco Mechanism for Preserving Scalp Health|No Ammonia|No PPD|Enriched with Portulaca & Boseivela Extracts(Black,Pack of 1)",Cuticolor,1709.0,INR,4.0,2862,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/51QsdpI6Z6L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Cuticolor-Permanent-Color-Cream-Black/dp/B074SL2PHW/ref=zg_bs_g_9851597031_d_sccl_26/522-7345175-6782152?psc=1,2026-03-24T12:56:24.439169,2,23,True,mid,high
27,B00DRE5MCM,SebaMed Everyday Shampoo 200 Ml|Ph 5.5|Normal To Dry Hair| Mild|Gives Moisture & Volume |Phthalates & Sls And Parabens Free |Unisex For Dry Scalp Toxin Free | Clinically Proven | Toxin Free,SebaMed,562.0,INR,4.3,3134,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/41MNiEcvf-L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/SebaMed-HC1001-Sebamed-Everyday-Shampoo/dp/B00DRE5MCM/ref=zg_bs_g_9851597031_d_sccl_27/522-7345175-6782152?psc=1,2026-03-24T12:56:24.440180,2,31,True,mid,high
